id_feu,unidad_regional,siniestro_fecha,siniestro_hora,provincia,id_provincia,departamento,id_departamento,localidad,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,entre_calle_2,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_multiple,tipo_siniestro_unico,despiste_previo,tipo_siniestro_otro,tipo_colision,cantidad_de_involucrados,trazado_via,configuracion_de_la_via,configuracion_de_la_via_otro_tipo,pendiente_declive,cono_de_vision,material_de_la_calzada,material_de_la_calzada_otro,estado_de_la_calzada,estado_fisico_ambiental,estado_de_conservacion_otro,division_fisica_de_la_via,division_fisica_de_la_via_otro,barreras_de_seguridad,banquinas,senalizacion_carteleria,senalizacion_horizontal,senalizacion_transitoria,luminosidad,luz_artificial,transito_restringido,estado_ambiental,visibilidad,visibilidad_otro,semaforo
231252,OBSERVATORIO VIAL,2024-01-27,22:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CENTENARIO,5900,RUTA12,,-2.747.773,-5.878.493,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Ripio,,Apto,,,Ninguna,,Ripio,,No,No,No,Noche,,,Despejado,,,
216600,OBSERVATORIO VIAL,2024-01-24,5:26:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CENTENARIO,4036,,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Noche,NO,,Despejado,,,Sin Semáforo
230863,OBSERVATORIO VIAL,2024-01-21,13:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,9 DE julio,900,SALTA,,-2.746.627,-5.883.907,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,No,No,No,Día,,,Despejado,,,Sin Semáforo
223344,OBSERVATORIO VIAL,2024-01-21,8:52:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,CHACO,400,COSTANERA,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Frontal,2,,Intersección / cruce,,,S/D,,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
220394,OBSERVATORIO VIAL,2024-01-20,11:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Nacional,12,1020,AUTOVÍA,,,,1,1,0,1,1,Atropello a peatón/es,Atropello a peatón/es,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,S/D,,S/D,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
224977,OBSERVATORIO VIAL,2024-01-20,13:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,9 DE julio,1868,PARAGUAY,JUJUY,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,,,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
230891,OBSERVATORIO VIAL,2024-01-19,10:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV WENSELAO DOMINGUEZ,3000,CARTAGENA,,-2.749.297,-5.880.882,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Otro,,,,Si,,,Día,,,Despejado,,,Sin Semáforo
233472,OBSERVATORIO VIAL,2024-01-17,11:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,3000,LAMADRID,,-2.748.417,-5.881.567,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Ninguna,,Asfalto,,Si,S/D,S/D,Día,,,Nublado,,,Sin Semáforo
217486,OBSERVATORIO VIAL,2024-01-11,9:25:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,PERU,1000,SAN MARTIN,,,,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
223339,OBSERVATORIO VIAL,2024-01-09,0:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Nacional,12,1036,,,,,1,0,0,1,0,Atropello a animal/es,Atropello a animal/es,,,,1,,Recta,,,,,,Apto,,,Ninguna,,Pasto,,S/D,S/D,S/D,Noche,SI,,Despejado,,,S/D
231056,SEGURIDAD VIAL,2024-01-09,8:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV PUJOL,2200,,,-2.746.643,-5.882.269,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,,Asfalto,,Apto,Seca,,Ninguna,,Pasto,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
228599,OBSERVATORIO VIAL,2024-01-08,11:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV LIBERTAD,6500,LAS VIOLETAS,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Con charcos o inundada,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Lluvia,,,S/D
216599,OBSERVATORIO VIAL,2024-01-07,23:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV PONCHO VERDE,2100,CARLOS PELLEGRINI,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Rotonda,,,,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Noche,NO,,Despejado,,,Sin Semáforo
220443,OBSERVATORIO VIAL,2024-01-06,6:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,3100,TILCARA,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Ninguna,,Si,Si,No,Noche,NO,,Despejado,,,No Funciona
229168,OBSERVATORIO VIAL,2024-01-04,8:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV 3 DE ABRIL,1300,CORDOBA,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Mojada,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Lluvia,,,Funciona
217505,OBSERVATORIO VIAL,2024-01-01,12:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Nacional,12,1000,COLECTORA (BOCA UNIDOS),,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Asfalto,,En reparación,Seca,,Ninguna,,Asfalto,,S/D,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
